emp_no,first_name,last_name,from_date,title,to_date
488460,Shay,Borstler,2001-10-02,Senior Engineer,9999-01-01
488461,Elvis,Goodrum,1999-10-01,Staff,9999-01-01
488472,DAIDA,Speer,1999-11-21,Engineer,9999-01-01
488473,Odoardo,DuBourdieux,1998-11-15,Senior Staff,9999-01-01
488474,Chenye,Hainaut,1998-06-09,Senior Staff,9999-01-01
488475,Hyuckchul,Syang,1998-08-23,Engineer,9999-01-01
488477,Gregory,Matzel,1986-06-01,Senior Staff,9999-01-01
488478,Shugo,Candan,1994-06-28,Senior Staff,9999-01-01
488485,Leszek,Schwartzburd,1991-09-02,Senior Staff,9999-01-01
488491,Manton,Kermarrec,1999-09-27,Senior Staff,9999-01-01
488492,Kinh,Schurmann,2000-04-03,Senior Staff,9999-01-01
488497,Noritoshi,Peral,1994-03-09,Senior Staff,9999-01-01
488500,Berto,Rabehasaina,1985-10-23,Senior Engineer,9999-01-01
488509,Krisda,Swen,1993-05-24,Senior Staff,9999-01-01
488512,Vojin,Rikino,1997-02-03,Senior Staff,9999-01-01
488525,Leen,Zolotykh,1995-04-10,Senior Staff,9999-01-01
488526,Monique,Fraisse,1996-07-21,Senior Staff,9999-01-01
488530,Guther,Vuskovic,1995-06-02,Senior Staff,9999-01-01
488535,Odinaldo,Pocchiola,1996-01-20,Engineer,9999-01-01
488539,Etsuo,Kampfer,1998-05-02,Engineer,9999-01-01
488541,Raimond,Luck,1991-07-05,Senior Staff,9999-01-01
488545,Shigeo,Condotta,1992-04-02,Senior Engineer,9999-01-01
488554,Hitomi,Crelier,1995-07-02,Engineer,9999-01-01
488558,Yuqun,Marrevee,1996-08-15,Staff,9999-01-01
488563,Georgi,Koblitz,1999-03-15,Engineer,9999-01-01
488566,Sangeeta,Murtha,1999-05-19,Staff,9999-01-01
488569,Satoru,Facello,2000-03-20,Senior Engineer,9999-01-01
488570,Przemyslawa,Sooriamurthi,1990-02-10,Technique Leader,9999-01-01
488572,Randi,Henseler,1995-10-17,Assistant Engineer,9999-01-01
488577,Palash,Masaki,1998-12-03,Engineer,9999-01-01
488579,Chaoyi,Hagimont,1991-10-18,Senior Staff,9999-01-01
488580,Bingning,Kieras,1997-02-19,Senior Engineer,9999-01-01
488586,Maik,Samarati,1997-01-09,Staff,9999-01-01
488593,Venkatesan,Katalagarianos,1994-03-10,Senior Engineer,9999-01-01
488594,Pranas,Schade,1996-12-14,Senior Engineer,9999-01-01
488596,Susanne,Nanard,1995-06-27,Senior Engineer,9999-01-01
488605,Charlene,Kushner,2000-03-12,Senior Engineer,9999-01-01
488607,Xudong,Godskesen,1989-07-06,Senior Staff,9999-01-01
488616,Xiping,Vadhan,1997-12-12,Senior Engineer,9999-01-01
488617,Saniya,Kornatzky,1999-10-20,Staff,9999-01-01
488625,Sadok,Botman,1998-10-12,Senior Engineer,9999-01-01
488626,Eran,Brodie,1998-06-01,Technique Leader,9999-01-01
488627,Sven,Barvinok,1992-03-05,Senior Engineer,9999-01-01
488629,Xiaopeng,Birnbaum,1991-12-28,Senior Staff,9999-01-01
488630,Heejo,Muhling,1998-05-04,Staff,9999-01-01
488631,Marsha,Noriega,1993-11-12,Senior Staff,9999-01-01
488635,Aria,Morrin,1995-09-12,Senior Staff,9999-01-01
488636,Shaleah,Lanzelotte,2000-09-25,Senior Engineer,9999-01-01
488637,Hisao,Shiratori,1993-08-16,Engineer,9999-01-01
488651,Hercules,Werthner,2000-02-12,Senior Staff,9999-01-01
488652,Aran,Lanteri,2001-08-29,Senior Engineer,9999-01-01
488657,Juyoung,Vitiello,1991-09-03,Technique Leader,9999-01-01
488659,Masaru,Schaar,1997-05-26,Staff,9999-01-01
488661,Marlo,Verhaegen,1991-02-27,Senior Engineer,9999-01-01
488663,Yurii,Leslie,1993-12-30,Senior Staff,9999-01-01
488667,Mayumi,Basagni,1998-01-05,Assistant Engineer,9999-01-01
488672,Shaibal,Lorch,1999-08-24,Engineer,9999-01-01
488673,Yinlin,Ohori,2000-08-05,Senior Staff,9999-01-01
488674,Uri,Ressouche,1997-06-20,Senior Staff,9999-01-01
488677,Gila,Bruckman,1992-11-04,Senior Staff,9999-01-01
488681,Hatem,Peha,1999-05-30,Senior Engineer,9999-01-01
488682,Ugo,Badache,1995-12-08,Senior Engineer,9999-01-01
488683,Mohua,Plump,1995-02-13,Staff,9999-01-01
488691,Debatosh,Bolsens,1997-10-06,Senior Engineer,9999-01-01
488697,Adib,Melski,1999-10-19,Engineer,9999-01-01
488700,Ramya,Nyrup,1997-04-23,Staff,9999-01-01
488705,Nevio,Chenoweth,1996-03-18,Senior Engineer,9999-01-01
488709,Mayuko,Krzyzanowski,1994-02-21,Senior Engineer,9999-01-01
488710,Perry,Gustavson,1996-03-02,Staff,9999-01-01
488711,Nevin,Vidal,1995-11-04,Assistant Engineer,9999-01-01
488715,Bedir,Pesch,1997-11-08,Staff,9999-01-01
488718,Oscar,Lieberherr,1989-02-25,Senior Staff,9999-01-01
488721,Yahiko,Selvestrel,1998-07-31,Senior Staff,9999-01-01
488726,Kousuke,Welham,1994-05-06,Senior Staff,9999-01-01
488733,Conor,Shimshoni,2000-04-05,Senior Engineer,9999-01-01
488734,Sadok,Delaune,1995-04-09,Senior Engineer,9999-01-01
488738,Arif,Melichar,2001-10-15,Senior Engineer,9999-01-01
488739,Serap,Duclos,1998-06-14,Assistant Engineer,9999-01-01
488740,Khalil,Schnelling,1998-10-27,Senior Staff,9999-01-01
488741,Atreyi,Lunt,1999-07-31,Staff,9999-01-01
488746,Takahiro,Chandrasekhar,1992-08-02,Senior Engineer,9999-01-01
488749,Pranav,Thombley,1997-01-08,Senior Staff,9999-01-01
488751,Paris,Uludag,1994-11-23,Senior Staff,9999-01-01
488756,Adit,Luke,1999-12-19,Senior Staff,9999-01-01
488758,Panayotis,Tyugu,1993-02-21,Senior Engineer,9999-01-01
488764,Subhrajyoti,Onuegbe,1996-03-19,Senior Engineer,9999-01-01
488767,Lubomir,Adachi,1997-04-09,Senior Staff,9999-01-01
488774,Kamakshi,Plumb,1997-10-10,Senior Engineer,9999-01-01
488776,Jiann,Schmiedel,1994-02-09,Technique Leader,9999-01-01
488783,Prodip,Denny,1997-11-05,Assistant Engineer,9999-01-01
488791,Temple,Khasidashvili,1994-12-25,Engineer,9999-01-01
488793,Taiji,Kaelbling,1998-06-01,Technique Leader,9999-01-01
488794,Bodo,Serdy,1987-03-11,Senior Staff,9999-01-01
488802,Jiang,Cherinka,1996-09-08,Staff,9999-01-01
488806,Huican,Ranon,1986-06-14,Senior Engineer,9999-01-01
488807,JiYoung,Madeira,1994-01-27,Engineer,9999-01-01
488813,Elliott,Gelosh,1993-09-15,Senior Staff,9999-01-01
488818,Masasuke,Tchuente,1993-02-14,Senior Staff,9999-01-01
488819,Seongbin,Asrin,1996-09-09,Assistant Engineer,9999-01-01
488820,Mayuri,Wegerle,1996-08-12,Engineer,9999-01-01
488821,Stepehn,Stanger,1999-09-06,Senior Staff,9999-01-01
488837,Nahla,Riexinger,2001-06-22,Senior Staff,9999-01-01
488843,Honglan,Validov,1990-04-18,Senior Engineer,9999-01-01
488848,Changho,Poehlman,1997-04-26,Engineer,9999-01-01
488857,Arto,Garrabrants,1990-10-08,Senior Staff,9999-01-01
488859,Odysseas,McFarlin,1994-01-21,Senior Engineer,9999-01-01
488865,Aris,Petersohn,1989-12-08,Senior Engineer,9999-01-01
488868,Satyanarayana,Uchoa,1992-03-28,Senior Staff,9999-01-01
488874,Divier,Delaune,1994-07-08,Senior Engineer,9999-01-01
488877,Magy,Baca,1986-10-17,Senior Staff,9999-01-01
488881,Aran,Puppo,1998-03-28,Engineer,9999-01-01
488882,Kwangsub,Khalil,1993-05-26,Senior Engineer,9999-01-01
488886,Kauko,Janetzko,1997-08-17,Senior Staff,9999-01-01
488887,Szabolcs,Iwayama,1996-02-04,Senior Staff,9999-01-01
488894,Boriana,Champarnaud,1994-02-11,Senior Engineer,9999-01-01
488905,Snehasis,Takkinen,1994-07-05,Staff,9999-01-01
488907,Reinhold,Kitai,1993-04-23,Senior Engineer,9999-01-01
488910,Moto,Slutz,1994-03-13,Senior Engineer,9999-01-01
488913,Guttorm,Demizu,1997-08-15,Staff,9999-01-01
488918,Tamiya,Munos,2001-05-15,Senior Staff,9999-01-01
488928,Adel,Bazelow,1995-01-26,Senior Staff,9999-01-01
488938,Zeydy,Pesch,1998-10-30,Senior Staff,9999-01-01
488940,Zhongwei,Beutelspacher,1994-06-06,Senior Staff,9999-01-01
488941,Wayne,Zeidenstein,2002-07-09,Senior Staff,9999-01-01
488943,Cordelia,Lorho,1997-01-08,Senior Staff,9999-01-01
488944,Saeko,Clemencon,1994-07-06,Senior Engineer,9999-01-01
488946,Odoardo,Sewelson,1997-12-06,Engineer,9999-01-01
488949,Beshir,Krzyzanowski,1999-06-21,Engineer,9999-01-01
488956,Matt,Kranzdorf,1989-04-21,Senior Staff,9999-01-01
488958,Naftali,Brattka,1993-04-15,Senior Staff,9999-01-01
488961,Marsal,Niizuma,2002-04-26,Senior Staff,9999-01-01
488963,Conrado,Weisert,1997-01-30,Senior Staff,9999-01-01
488968,Shakhar,Wuwongse,2001-09-16,Senior Staff,9999-01-01
488969,Remko,Benzmuller,2000-01-27,Staff,9999-01-01
488971,Jouko,Aumann,1996-03-03,Senior Engineer,9999-01-01
488973,Arnd,Lenart,2001-08-29,Senior Engineer,9999-01-01
488974,Lunjin,Thambidurai,2000-10-06,Senior Engineer,9999-01-01
488979,Matk,Kleiser,1998-03-07,Senior Engineer,9999-01-01
488980,Vishwani,Reeker,1995-05-25,Senior Engineer,9999-01-01
488983,Oddvar,Varman,1994-08-17,Engineer,9999-01-01
488988,Izaskun,Puppe,1990-07-14,Senior Staff,9999-01-01
488989,Ingemar,Selenyi,1998-10-08,Engineer,9999-01-01
488995,Moon,Morris,1994-02-13,Senior Engineer,9999-01-01
488998,Kendra,Hennings,1995-03-10,Senior Engineer,9999-01-01
489001,Ingemar,England,1995-12-11,Staff,9999-01-01
489003,Changho,Matzov,1999-02-23,Staff,9999-01-01
489005,Gilbert,Onuegbe,2000-07-03,Senior Staff,9999-01-01
489010,Youngkon,Skrikant,1986-01-08,Technique Leader,9999-01-01
489015,Boriana,Benzmuller,1995-04-03,Senior Engineer,9999-01-01
489019,Pradeep,Chimia,2000-04-08,Senior Staff,9999-01-01
489035,Gina,Masaki,1997-07-19,Technique Leader,9999-01-01
489040,Xiping,Lueh,1994-07-09,Senior Engineer,9999-01-01
489043,Kristinn,Pocchiola,1994-06-03,Senior Engineer,9999-01-01
489050,Jeanna,Pramanik,1994-08-12,Senior Engineer,9999-01-01
489051,Yongmao,Cunliffe,1995-12-28,Senior Engineer,9999-01-01
489054,Edwin,Giveon,1996-08-27,Senior Engineer,9999-01-01
489060,Kazuhito,Sevcikova,1995-02-28,Senior Engineer,9999-01-01
489063,Jianhui,Penn,1999-01-06,Senior Staff,9999-01-01
489077,Basant,Sanella,1999-10-06,Engineer,9999-01-01
489085,Dung,Krzyzanowski,1990-05-24,Technique Leader,9999-01-01
489088,Basem,Perz,1994-10-31,Senior Staff,9999-01-01
489091,Frederique,Levergood,1999-04-03,Senior Staff,9999-01-01
489094,Giordano,Ligten,1995-02-12,Staff,9999-01-01
489103,Sverrir,Buescher,1995-06-23,Technique Leader,9999-01-01
489104,Stafford,Brandsma,1998-04-18,Engineer,9999-01-01
489107,Uzi,Rosch,1994-06-25,Senior Engineer,9999-01-01
489108,Zhanqiu,Hofting,1999-05-15,Senior Staff,9999-01-01
489116,Hatsukazu,Merks,1995-04-23,Engineer,9999-01-01
489117,Constantijn,Gustavson,1996-02-08,Senior Engineer,9999-01-01
489124,Chandrasekaran,Uhrig,2000-01-06,Engineer,9999-01-01
489126,Anestis,Macedo,2001-05-21,Senior Staff,9999-01-01
489128,Nishit,Gluchowski,2001-03-02,Senior Staff,9999-01-01
489130,Guadalupe,Ligten,2001-06-08,Senior Engineer,9999-01-01
489134,Yurii,Brookman,1999-07-10,Engineer,9999-01-01
489136,Nishit,Msuda,1996-09-06,Engineer,9999-01-01
489147,Serge,Sanella,1997-10-30,Engineer,9999-01-01
489151,Percy,Hoogerwoord,1986-05-30,Senior Engineer,9999-01-01
489153,Gao,Bharadwaj,1996-09-02,Engineer,9999-01-01
489154,Vasilis,Thisen,1994-04-23,Senior Engineer,9999-01-01
489157,Mohammad,Janocha,1998-11-07,Senior Engineer,9999-01-01
489162,Tomokazu,Camurati,2000-01-15,Senior Engineer,9999-01-01
489163,Stevo,Sullins,1996-08-19,Senior Staff,9999-01-01
489166,Owen,Erman,1999-06-26,Engineer,9999-01-01
489171,Kazunori,Kisuki,1996-03-07,Senior Engineer,9999-01-01
489175,Yucai,Bahi,1999-02-12,Senior Staff,9999-01-01
489176,Aron,Einsfeld,1997-06-08,Senior Engineer,9999-01-01
489205,Eran,Cunliffe,1998-02-21,Staff,9999-01-01
489215,Conrado,Ritcey,1999-08-28,Engineer,9999-01-01
489218,Persi,Debuse,1998-02-18,Engineer,9999-01-01
489221,Dulce,Remmers,1994-06-05,Senior Staff,9999-01-01
489225,Bodo,Keustermans,1995-01-25,Engineer,9999-01-01
489232,Domenico,Pezzoli,1998-01-17,Staff,9999-01-01
489243,Teiji,Lores,1986-04-03,Senior Staff,9999-01-01
489245,Shrikanth,Steenbeek,1989-07-04,Senior Engineer,9999-01-01
489249,Barun,Marwedel,1999-02-22,Senior Staff,9999-01-01
489250,Unal,Eickenmeyer,1998-06-15,Senior Engineer,9999-01-01
489251,Sukumar,Luders,1997-02-13,Engineer,9999-01-01
489257,Premal,Rissanen,1994-12-09,Senior Staff,9999-01-01
489259,Marit,Junot,1995-09-20,Staff,9999-01-01
489269,Gully,Fontan,1988-04-01,Senior Engineer,9999-01-01
489280,Kristen,Fraisse,1999-10-28,Staff,9999-01-01
489281,Marko,Colorni,1996-10-21,Senior Engineer,9999-01-01
489285,Khaled,Garnier,1998-08-27,Senior Staff,9999-01-01
489286,Chuanti,Rotem,2000-11-18,Senior Engineer,9999-01-01
489287,Frazer,Piveteau,1998-01-03,Engineer,9999-01-01
489302,Gopalakrishnan,Streng,1992-09-19,Senior Engineer,9999-01-01
489318,Uta,Stellhorn,1992-05-13,Senior Engineer,9999-01-01
489321,Greger,Curless,1995-09-02,Senior Staff,9999-01-01
489325,Qiwen,Furudate,1996-08-26,Senior Staff,9999-01-01
489328,Collette,Matheson,1989-04-29,Senior Staff,9999-01-01
489329,Christoph,Lagarias,1997-07-26,Engineer,9999-01-01
489334,Sachin,Baja,1996-01-01,Staff,9999-01-01
489340,Fuqing,Setlzner,2001-05-13,Senior Staff,9999-01-01
489341,Bernd,Schmezko,1991-10-02,Senior Engineer,9999-01-01
489346,Moti,Peris,1993-08-29,Staff,9999-01-01
489349,Foong,Schapire,1995-10-25,Senior Staff,9999-01-01
489350,Oscal,Belinskaya,1993-05-21,Senior Staff,9999-01-01
489352,Mona,Coors,1991-03-18,Senior Staff,9999-01-01
489360,Tomofumi,Kugler,1996-05-21,Engineer,9999-01-01
489365,Adhemar,Validov,1993-06-05,Senior Engineer,9999-01-01
489367,Waiman,Weiland,1992-09-29,Senior Staff,9999-01-01
489368,Tianruo,Parascandalo,1987-09-16,Technique Leader,9999-01-01
489370,Petter,Beausoleil,1999-10-20,Staff,9999-01-01
489372,Caolyn,Heusch,1997-06-01,Engineer,9999-01-01
489377,Khedija,Sooriamurthi,1999-11-08,Assistant Engineer,9999-01-01
489381,Elzbieta,VanScheik,2002-03-25,Senior Engineer,9999-01-01
489382,Sachar,Rodite,1997-07-18,Senior Engineer,9999-01-01
489384,Kwangyoen,Erbe,1999-11-02,Senior Engineer,9999-01-01
489389,Claude,Bonifati,1991-08-05,Senior Engineer,9999-01-01
489395,Arto,Plavsic,1990-02-16,Senior Staff,9999-01-01
489397,Naftaly,Jonsson,2001-07-07,Senior Staff,9999-01-01
489399,Constantine,Bardell,2002-05-15,Senior Staff,9999-01-01
489405,Sarita,Heuter,1993-10-07,Staff,9999-01-01
489409,Monique,Sidou,1998-08-20,Senior Staff,9999-01-01
489410,Falguni,Ratnakar,1991-05-02,Senior Staff,9999-01-01
489414,Shiv,Radhakrishnan,1996-05-08,Senior Engineer,9999-01-01
489420,Zeydy,Leslie,1998-03-13,Senior Engineer,9999-01-01
489423,Udaiprakash,Plumb,1992-11-12,Senior Engineer,9999-01-01
489425,Keiichiro,Hambrick,1999-12-10,Engineer,9999-01-01
489428,Ebbe,Blokdijk,1997-11-18,Senior Engineer,9999-01-01
489430,Kamran,Ellozy,2001-06-22,Senior Engineer,9999-01-01
489432,Bilhanan,Gill,1996-08-11,Engineer,9999-01-01
489433,Valeska,Terlouw,2000-07-23,Senior Staff,9999-01-01
489434,Along,Murtagh,1999-06-16,Senior Staff,9999-01-01
489436,Isaac,Bashian,1998-12-25,Staff,9999-01-01
489437,Yuriy,Chelton,1990-03-19,Senior Staff,9999-01-01
489440,Conor,Jonsson,1996-10-23,Senior Staff,9999-01-01
489451,Fabrizio,Chinal,1995-10-12,Engineer,9999-01-01
489452,Hercules,Sethi,1994-11-29,Senior Staff,9999-01-01
489456,Geoffrey,Lorie,1995-05-30,Senior Staff,9999-01-01
489461,Moie,Ebeling,1993-06-14,Senior Staff,9999-01-01
489464,Marsha,Chepyzhov,2000-09-20,Senior Engineer,9999-01-01
489466,Kazunori,Gurbaxani,1985-08-25,Senior Engineer,9999-01-01
489467,Fumino,Hofman,1994-08-28,Senior Engineer,9999-01-01
489471,Val,Jeong,1999-01-02,Technique Leader,9999-01-01
489472,Arumugam,Kalorkoti,1998-05-10,Senior Staff,9999-01-01
489485,Rimon,Lortz,1997-05-18,Engineer,9999-01-01
489499,Fun,Nicolson,1991-01-14,Senior Engineer,9999-01-01
489500,Hideo,Bridgland,1985-11-28,Senior Staff,9999-01-01
489504,Apostol,Kriebel,1998-09-21,Staff,9999-01-01
489508,Collette,Melichar,1996-03-29,Engineer,9999-01-01
489516,Jayesh,Erbe,1987-02-16,Technique Leader,9999-01-01
489518,Alexius,Dulay,1999-12-04,Engineer,9999-01-01
489523,Uriel,Sessa,1997-11-18,Engineer,9999-01-01
489526,Toshimori,Fritzsche,1997-08-21,Engineer,9999-01-01
489527,Sampalli,Anick,1996-10-23,Engineer,9999-01-01
489528,Stamatina,Henseler,2000-07-23,Senior Staff,9999-01-01
489533,Kazuhito,Angiulli,1999-02-23,Staff,9999-01-01
489534,Nathan,Dredge,2002-01-31,Senior Engineer,9999-01-01
489536,Rosalyn,Parveen,1998-06-28,Engineer,9999-01-01
489541,Froduald,Baranowski,1999-03-08,Senior Staff,9999-01-01
489543,Fumiyo,Panwar,1998-09-28,Engineer,9999-01-01
489560,Soenke,Vesel,1992-04-24,Senior Engineer,9999-01-01
489565,Domenick,Brodal,1996-12-24,Staff,9999-01-01
489568,Takushi,Bahk,1997-12-05,Engineer,9999-01-01
489572,Bluma,Perko,2002-06-15,Senior Staff,9999-01-01
489581,Kazunori,Shiratori,1989-08-04,Technique Leader,9999-01-01
489582,Pranav,Ozeki,1992-07-07,Senior Engineer,9999-01-01
489583,Venkatesan,Orsini,1999-04-21,Senior Engineer,9999-01-01
489584,Supot,Merey,2002-01-03,Senior Staff,9999-01-01
489595,Arvind,Gomatam,1994-01-26,Senior Engineer,9999-01-01
489598,Duro,Stanfel,1994-12-04,Senior Staff,9999-01-01
489601,Aemilian,Orsini,1994-04-11,Senior Staff,9999-01-01
489602,Nadjib,Hoogerwoord,1998-08-03,Senior Staff,9999-01-01
489615,Takanari,Mandelberg,1997-02-25,Senior Engineer,9999-01-01
489616,Howell,Serdy,1995-09-02,Senior Staff,9999-01-01
489618,Denis,Gadepally,1985-08-29,Senior Engineer,9999-01-01
489619,Hironobu,Luca,1999-11-07,Engineer,9999-01-01
489620,Mohd,Luft,2001-12-20,Senior Engineer,9999-01-01
489622,Hinrich,Malinowski,1990-11-23,Senior Engineer,9999-01-01
489626,Perry,Hennings,1997-07-18,Staff,9999-01-01
489628,Hugo,Peng,1999-10-01,Senior Engineer,9999-01-01
489638,Filipp,Socorro,1996-06-20,Senior Staff,9999-01-01
489646,Denis,Heering,1998-04-26,Staff,9999-01-01
489656,Sibyl,Papastamatiou,1999-11-14,Senior Engineer,9999-01-01
489663,Troy,Koblick,2000-04-17,Senior Staff,9999-01-01
489666,Almudena,Bernick,2002-02-19,Senior Engineer,9999-01-01
489669,Danny,Businaro,1993-02-03,Senior Engineer,9999-01-01
489672,Atreye,Gyimothy,1998-01-28,Senior Engineer,9999-01-01
489674,Maja,Tramer,2002-02-01,Senior Engineer,9999-01-01
489677,Irene,Gill,1994-03-27,Senior Engineer,9999-01-01
489680,Divier,Ratzlaff,1995-07-31,Senior Engineer,9999-01-01
489681,Jamaludin,Luck,1995-01-10,Senior Engineer,9999-01-01
489684,Shichao,Herath,1999-05-14,Staff,9999-01-01
489688,Amalendu,Fadgyas,1986-04-18,Senior Staff,9999-01-01
489689,Jovan,Papsdorf,1999-11-15,Engineer,9999-01-01
489692,Amabile,Farrar,1995-09-17,Senior Engineer,9999-01-01
489693,Toshiko,Macedo,1999-02-15,Engineer,9999-01-01
489702,Xiaoqiu,Noriega,1994-03-27,Senior Staff,9999-01-01
489718,Jovan,Nooteboom,1998-01-29,Engineer,9999-01-01
489723,Larisa,Coney,1995-12-19,Technique Leader,9999-01-01
489732,Juyoung,Tramer,1997-11-24,Senior Engineer,9999-01-01
489734,Miyeon,Staylopatis,1988-10-01,Senior Staff,9999-01-01
489745,Willard,Straney,1996-05-15,Engineer,9999-01-01
489751,Masali,Feldmann,1997-04-18,Engineer,9999-01-01
489753,Uri,Muhling,2001-01-10,Senior Staff,9999-01-01
489758,Marin,Hempstead,1987-05-06,Senior Engineer,9999-01-01
489759,Serap,Pell,1994-12-10,Senior Engineer,9999-01-01
489764,Nikolaus,Lyonns,1995-09-21,Staff,9999-01-01
489765,Suzette,Kruskal,1994-05-22,Senior Staff,9999-01-01
489767,Kristina,Menyhert,1999-02-07,Senior Staff,9999-01-01
489772,Bojan,Dichev,2000-03-31,Senior Engineer,9999-01-01
489777,Arch,Quittner,2001-02-12,Senior Engineer,9999-01-01
489779,Atilio,McAlpine,1997-03-26,Staff,9999-01-01
489782,Jiong,Schnabel,2002-06-06,Senior Engineer,9999-01-01
489785,Kristian,Bisiani,1998-09-27,Staff,9999-01-01
489790,Kyoichi,Anandan,1992-04-20,Technique Leader,9999-01-01
489793,Ronnie,Denna,1997-12-28,Senior Engineer,9999-01-01
489799,Hugh,Birrer,1999-11-24,Senior Staff,9999-01-01
489801,Dante,Lichtner,1987-04-14,Senior Engineer,9999-01-01
489803,Shahid,Sluis,1997-09-17,Technique Leader,9999-01-01
489804,Moss,Pavlopoulou,1999-10-06,Staff,9999-01-01
489805,Pranas,Cools,1993-03-19,Senior Engineer,9999-01-01
489814,Collette,Slaats,1997-03-02,Engineer,9999-01-01
489823,Xiaoheng,Bugrara,1995-08-27,Senior Engineer,9999-01-01
489828,Heon,Rajcani,1997-09-12,Senior Engineer,9999-01-01
489829,Noritoshi,Uchoa,1998-04-19,Engineer,9999-01-01
489835,Chinho,Fortenbacher,1994-07-11,Senior Engineer,9999-01-01
489841,Muzhong,Ambroszkiewicz,1998-10-10,Assistant Engineer,9999-01-01
489842,Lene,Hebert,1995-11-03,Engineer,9999-01-01
489847,Tomofumi,Schicker,1999-06-10,Senior Staff,9999-01-01
489858,Kristen,Iisaku,1994-03-30,Senior Staff,9999-01-01
489860,Paloma,Verhoeff,1995-09-13,Senior Staff,9999-01-01
489862,Franziska,Kornatzky,1999-06-25,Engineer,9999-01-01
489880,Nevio,Pearson,1994-12-20,Senior Staff,9999-01-01
489884,Marl,Parascandalo,1998-01-20,Staff,9999-01-01
489885,Heng,Guting,1992-01-24,Senior Engineer,9999-01-01
489888,Yahiko,Jumpertz,1993-11-11,Senior Staff,9999-01-01
489889,Slavian,Pillow,1993-11-05,Senior Engineer,9999-01-01
489890,Bezalel,Hebert,1993-06-03,Senior Staff,9999-01-01
489891,Navin,Rothenberg,1999-04-07,Assistant Engineer,9999-01-01
489893,Yuriy,Niizuma,1993-04-29,Senior Engineer,9999-01-01
489899,Tomofumi,Hoppenstand,1999-04-01,Senior Staff,9999-01-01
489901,Guther,Schaad,1994-07-12,Senior Staff,9999-01-01
489909,Amabile,Kampfer,1998-09-26,Senior Engineer,9999-01-01
489916,Steve,Munoz,1998-05-01,Engineer,9999-01-01
489921,Dmitri,Potthoff,1996-05-07,Engineer,9999-01-01
489924,Hugo,Billawala,1998-10-08,Engineer,9999-01-01
489931,Susanna,Lamba,2000-08-15,Senior Engineer,9999-01-01
489933,Valery,Pettit,1998-07-03,Staff,9999-01-01
489946,Jiakeng,Lindqvist,1994-08-21,Senior Staff,9999-01-01
489953,Valeska,Collavizza,1999-04-30,Engineer,9999-01-01
489969,Chikara,Shimshoni,1991-11-05,Senior Engineer,9999-01-01
489970,Xiping,Radwan,2001-12-11,Senior Engineer,9999-01-01
489972,Sivanarayana,Selenyi,2002-02-22,Senior Engineer,9999-01-01
489983,Teruyuki,Zuberek,1986-09-12,Senior Engineer,9999-01-01
489985,Atreye,Mandelberg,1993-07-01,Senior Engineer,9999-01-01
489986,Remco,Impagliazzo,1999-05-05,Staff,9999-01-01
489988,Girolamo,Henders,1993-12-27,Senior Staff,9999-01-01
489993,Satyanarayana,Pena,1993-06-21,Senior Engineer,9999-01-01
489995,Arumugam,Beeson,2000-10-10,Senior Staff,9999-01-01
490003,Owen,Escriba,2001-03-29,Senior Staff,9999-01-01
490010,Kshitij,Ranft,1999-11-23,Engineer,9999-01-01
490015,Subhash,Diderrich,1990-02-22,Senior Staff,9999-01-01
490017,Randi,Percebois,1993-11-04,Senior Engineer,9999-01-01
490019,Geoffry,Roisin,1996-02-01,Senior Staff,9999-01-01
490028,Chikako,Koblitz,1999-08-22,Engineer,9999-01-01
490029,Yucai,Verhaegen,1997-05-20,Staff,9999-01-01
490037,Jagoda,Varman,1994-05-21,Senior Staff,9999-01-01
490041,Manohar,Heuter,1999-07-21,Senior Engineer,9999-01-01
490042,Vivian,Syrotiuk,1998-02-08,Engineer,9999-01-01
490044,Huiqun,Ginneken,1994-04-02,Senior Staff,9999-01-01
490065,Phillip,Schlegelmilch,1997-11-06,Staff,9999-01-01
490066,Gonzalo,Hmelo,1997-03-21,Staff,9999-01-01
490069,Xiadong,Pargaonkar,1996-04-16,Senior Engineer,9999-01-01
490071,Claudi,Comte,1995-11-07,Senior Engineer,9999-01-01
490074,Elvia,Srimani,1997-01-05,Senior Engineer,9999-01-01
490100,Khalid,Bressoud,1998-02-04,Staff,9999-01-01
490101,Adas,Masaki,1989-04-30,Senior Engineer,9999-01-01
490102,Oguz,Gulik,1999-10-10,Engineer,9999-01-01
490104,Adhemar,Lowrie,1998-02-26,Staff,9999-01-01
490109,Kitty,Serre,1997-06-22,Senior Engineer,9999-01-01
490123,Cordelia,Jahnichen,1999-07-02,Engineer,9999-01-01
490127,Mario,Tokunaga,1996-06-30,Senior Staff,9999-01-01
490130,Tesuya,Roohalamini,1999-12-30,Senior Staff,9999-01-01
490133,Uzi,Gladwell,1991-05-12,Senior Staff,9999-01-01
490139,Shirish,Thebaut,1998-06-01,Senior Engineer,9999-01-01
490140,Dmitri,Pramanik,1987-03-13,Senior Engineer,9999-01-01
490141,Candido,Danlos,1992-09-01,Senior Staff,9999-01-01
490147,Toshimi,Merro,1992-06-18,Senior Staff,9999-01-01
490149,Uli,Zhang,1996-11-25,Senior Engineer,9999-01-01
490152,Susanta,Randi,1998-02-07,Senior Engineer,9999-01-01
490159,Geoffrey,Jayawardene,1996-07-16,Senior Staff,9999-01-01
